Provisional designation,"Absolute magnitude, H",Distance ER,Distance LD,Distance km,Distance AU,Refernce,Ref URL,,,,,,,,,
2002 EM7,24.4,72.84,1.2103,465249,0.00311,MPEC 2002-E48,http://www.minorplanetcenter.net/mpec/K02/K02E48.html,,,,,,,,,
2012 XP134,27.6,73.31,1.2181,468241,0.00313,MPEC 2012-X96,http://www.minorplanetcenter.net/mpec/K12/K12X96.html,,,,,,,,,
2016 VP1,27.2,74.01,1.2298,472729,0.00316,MPEC 2016-V57,http://www.minorplanetcenter.net/mpec/K16/K16V57.html,,,,,,,,,
2017 KW31,26.8,74.01,1.2298,472729,0.00316,MPEC 2017-K86,http://www.minorplanetcenter.net/mpec/K17/K17K86.html,,,,,,,,,
2019 JH,26.5,74.01,1.2298,472729,0.00316,MPEC 2019-J16,http://www.minorplanetcenter.net/mpec/K19/K19J16.html,,,,,,,,,
2015 PL9,27,74.48,1.2376,475721,0.00318,MPEC 2015-Q15,http://www.minorplanetcenter.net/mpec/K15/K15Q15.html,,,,,,,,,
2002 CB26,26.9,75.19,1.2492,480209,0.00321,MPEC 2002-C76,http://www.minorplanetcenter.net/mpec/K02/K02C76.html,,,,,,,,,
2019 JV5,27.9,75.19,1.2492,480209,0.00321,MPEC 2019-J11,http://www.minorplanetcenter.net/mpec/K19/K19J11.html,,,,,,,,,
2018 TE2,28.4,75.65,1.257,483201,0.00323,MPEC 2018-T88,http://www.minorplanetcenter.net/mpec/K18/K18T88.html,,,,,,,,,
2018 XX3,29.7,75.89,1.2609,484697,0.00324,MPEC 2018-X11,http://www.minorplanetcenter.net/mpec/K18/K18X11.html,,,,,,,,,
2009 HJ21,27.5,76.12,1.2648,486193,0.00325,MPEC 2009-H34,http://www.minorplanetcenter.net/mpec/K09/K09H34.html,,,,,,,,,
2015 DB,27.7,76.59,1.2726,489185,0.00327,MPEC 2015-D24,http://www.minorplanetcenter.net/mpec/K15/K15D24.html,,,,,,,,,
2018 CN,26.4,76.82,1.2765,490681,0.00328,MPEC 2018-C21,http://www.minorplanetcenter.net/mpec/K18/K18C21.html,,,,,,,,,
2010 KQ,28.3,77.06,1.2804,492177,0.00329,MPEC 2010-K15,http://www.minorplanetcenter.net/mpec/K10/K10K15.html,,,,,,,,,
2014 HB177,28.1,78.23,1.2998,499657,0.00334,MPEC 2014-J11,http://www.minorplanetcenter.net/mpec/K14/K14J11.html,,,,,,,,,
2013 CW129,27.9,78.93,1.3115,504145,0.00337,MPEC 2013-D36,http://www.minorplanetcenter.net/mpec/K13/K13D36.html,,,,,,,,,
2011 AZ22,28.6,79.4,1.3193,507137,0.00339,MPEC 2011-A44,http://www.minorplanetcenter.net/mpec/K11/K11A44.html,,,,,,,,,
2017 TE5,26,80.34,1.3349,513121,0.00343,MPEC 2017-U12,http://www.minorplanetcenter.net/mpec/K17/K17U12.html,,,,,,,,,
2019 JZ2,26.7,80.34,1.3349,513121,0.00343,MPEC 2019-J77,http://www.minorplanetcenter.net/mpec/K19/K19J77.html,,,,,,,,,
2016 SW1,28.5,80.57,1.3388,514617,0.00344,MPEC 2016-T21,http://www.minorplanetcenter.net/mpec/K16/K16T21.html,,,,,,,,,
2012 MY2,26.2,80.81,1.3426,516113,0.00345,MPEC 2012-M26,http://www.minorplanetcenter.net/mpec/K12/K12M26.html,,,,,,,,,
2016 EM156,27.9,83.15,1.3816,531072,0.00355,MPEC 2016-F66,http://www.minorplanetcenter.net/mpec/K16/K16F66.html,,,,,,,,,
2018 GZ,27.7,83.62,1.3893,534064,0.00357,MPEC 2018-G47,http://www.minorplanetcenter.net/mpec/K18/K18G47.html,,,,,,,,,
2013 ED68,28,84.09,1.3971,537056,0.00359,MPEC 2013-F26,http://www.minorplanetcenter.net/mpec/K13/K13F26.html,,,,,,,,,
2018 RB2,27.2,85.02,1.4127,543040,0.00363,MPEC 2018-R75,http://www.minorplanetcenter.net/mpec/K18/K18R75.html,,,,,,,,,
2018 VS6,26.8,85.02,1.4127,543040,0.00363,MPEC 2018-V14,http://www.minorplanetcenter.net/mpec/K18/K18V14.html,,,,,,,,,
2018 NL,25,85.26,1.4166,544536,0.00364,MPEC 2018-N23,http://www.minorplanetcenter.net/mpec/K18/K18N23.html,,,,,,,,,
2015 BY3,27.5,85.96,1.4283,549024,0.00367,MPEC 2015-B13,http://www.minorplanetcenter.net/mpec/K15/K15B13.html,,,,,,,,,
2017 RJ2,27.6,85.96,1.4283,549024,0.00367,MPEC 2017-S19,http://www.minorplanetcenter.net/mpec/K17/K17S19.html,,,,,,,,,
2012 EN5,27.3,86.19,1.4322,550520,0.00368,MPEC 2012-E59,http://www.minorplanetcenter.net/mpec/K12/K12E59.html,,,,,,,,,
2014 WC201,26.2,86.19,1.4322,550520,0.00368,MPEC 2016-C40,http://www.minorplanetcenter.net/mpec/K16/K16C40.html,,,,,,,,,
2017 YO5,26,86.19,1.4322,550520,0.00368,MPEC 2017-Y12,http://www.minorplanetcenter.net/mpec/K17/K17Y12.html,,,,,,,,,
2007 TU24,20.1,86.66,1.4399,553512,0.0037,MPEC 2007-T86,http://www.minorplanetcenter.net/mpec/K07/K07T86.html,,,,,,,,,
2007 HV4,28.7,86.9,1.4438,555008,0.00371,MPEC 2007-H34,http://www.minorplanetcenter.net/mpec/K07/K07H34.html,,,,,,,,,
2012 KT12,26.3,86.9,1.4438,555008,0.00371,MPEC 2012-K39,http://www.minorplanetcenter.net/mpec/K12/K12K39.html,,,,,,,,,
2012 HM,24.1,87.13,1.4477,556504,0.00372,MPEC 2012-H13,http://www.minorplanetcenter.net/mpec/K12/K12H13.html,,,,,,,,,
2015 XP,25.8,87.13,1.4477,556504,0.00372,MPEC 2015-X61,http://www.minorplanetcenter.net/mpec/K15/K15X61.html,,,,,,,,,
2016 LA49,27.5,88.3,1.4672,563984,0.00377,MPEC 2016-N24,http://www.minorplanetcenter.net/mpec/K16/K16N24.html,,,,,,,,,
2011 WN69,26.2,88.54,1.4711,565480,0.00378,MPEC 2011-W78,http://www.minorplanetcenter.net/mpec/K11/K11W78.html,,,,,,,,,
2014 SC324,24.3,88.54,1.4711,565480,0.00378,MPEC 2014-W15,http://www.minorplanetcenter.net/mpec/K14/K14W15.html,,,,,,,,,
2016 XE,28.2,88.77,1.475,566976,0.00379,MPEC 2016-X54,http://www.minorplanetcenter.net/mpec/K16/K16X54.html,,,,,,,,,
2000 SG344,24.5,89,1.4789,568472,0.0038,MPEC 2000-U24,http://www.minorplanetcenter.net/mpec/K00/K00U24.html,,,,,,,,,
2010 FU9,26.9,89.94,1.4944,574456,0.00384,MPEC 2010-F57,http://www.minorplanetcenter.net/mpec/K10/K10F57.html,,,,,,,,,
2015 YA,27.4,89.94,1.4944,574456,0.00384,MPEC 2016-A03,http://www.minorplanetcenter.net/mpec/K16/K16A03.html,,,,,,,,,
2008 ST1,26.9,90.18,1.4983,575952,0.00385,MPEC 2008-S41,http://www.minorplanetcenter.net/mpec/K08/K08S41.html,,,,,,,,,
2014 AD16,27.4,90.41,1.5022,577448,0.00386,MPEC 2014-Q17,http://www.minorplanetcenter.net/mpec/K14/K14Q17.html,,,,,,,,,
2017 DP36,28.3,91.82,1.5256,586424,0.00392,MPEC 2017-D90,http://www.minorplanetcenter.net/mpec/K17/K17D90.html,,,,,,,,,
2018 LD1,26.2,94.39,1.5684,602879,0.00403,MPEC 2018-L23,http://www.minorplanetcenter.net/mpec/K18/K18L23.html,,,,,,,,,
2008 GY21,27.6,94.63,1.5723,604375,0.00404,MPEC 2008-G80,http://www.minorplanetcenter.net/mpec/K08/K08G80.html,,,,,,,,,
2013 AB65,27.6,94.63,1.5723,604375,0.00404,MPEC 2013-B01,http://www.minorplanetcenter.net/mpec/K13/K13B01.html,,,,,,,,,
2016 JQ5,28.1,94.63,1.5723,604375,0.00404,MPEC 2016-K22,http://www.minorplanetcenter.net/mpec/K16/K16K22.html,,,,,,,,,
2014 YS15,23.5,95.09,1.58,607367,0.00406,MPEC 2015-F19,http://www.minorplanetcenter.net/mpec/K15/K15F19.html,,,,,,,,,
2015 WZ1,29.5,95.33,1.5839,608863,0.00407,MPEC 2015-W50,http://www.minorplanetcenter.net/mpec/K15/K15W50.html,,,,,,,,,
2014 KF46,26.5,95.56,1.5878,610359,0.00408,MPEC 2014-K70,http://www.minorplanetcenter.net/mpec/K14/K14K70.html,,,,,,,,,
2019 BR3,27.8,95.8,1.5917,611855,0.00409,MPEC 2019-B13,http://www.minorplanetcenter.net/mpec/K19/K19B13.html,,,,,,,,,
2011 HN24,27.5,96.27,1.5995,614847,0.00411,MPEC 2011-H61,http://www.minorplanetcenter.net/mpec/K11/K11H61.html,,,,,,,,,
2014 YL42,24.6,96.27,1.5995,614847,0.00411,MPEC 2015-B14,http://www.minorplanetcenter.net/mpec/K15/K15B14.html,,,,,,,,,
2012 TE53,26.5,96.5,1.6034,616343,0.00412,MPEC 2012-T42,http://www.minorplanetcenter.net/mpec/K12/K12T42.html,,,,,,,,,
2015 KE,26.2,96.5,1.6034,616343,0.00412,MPEC 2016-Q17,http://www.minorplanetcenter.net/mpec/K16/K16Q17.html,,,,,,,,,
2019 AH3,28.2,96.5,1.6034,616343,0.00412,MPEC 2019-A82,http://www.minorplanetcenter.net/mpec/K19/K19A82.html,,,,,,,,,
2013 RS73,27.3,96.73,1.6073,617839,0.00413,MPEC 2013-S05,http://www.minorplanetcenter.net/mpec/K13/K13S05.html,,,,,,,,,
2012 US18,28.6,96.97,1.6112,619335,0.00414,MPEC 2012-U46,http://www.minorplanetcenter.net/mpec/K12/K12U46.html,,,,,,,,,
2018 UD3,26.3,96.97,1.6112,619335,0.00414,MPEC 2018-U87,http://www.minorplanetcenter.net/mpec/K18/K18U87.html,,,,,,,,,
2007 JB21,25.1,97.44,1.619,622327,0.00416,MPEC 2007-J53,http://www.minorplanetcenter.net/mpec/K07/K07J53.html,,,,,,,,,
2018 TZ,26.8,97.44,1.619,622327,0.00416,MPEC 2018-T70,http://www.minorplanetcenter.net/mpec/K18/K18T70.html,,,,,,,,,
2018 RT5,26,97.67,1.6228,623823,0.00417,MPEC 2018-R15,http://www.minorplanetcenter.net/mpec/K18/K18R15.html,,,,,,,,,
2012 LJ,25.6,97.9,1.6267,625319,0.00418,MPEC 2012-L18,http://www.minorplanetcenter.net/mpec/K12/K12L18.html,,,,,,,,,
2016 JD18,24.7,97.9,1.6267,625319,0.00418,MPEC 2016-P12,http://www.minorplanetcenter.net/mpec/K16/K16P12.html,,,,,,,,,
2015 HD10,26.5,98.14,1.6306,626815,0.00419,MPEC 2015-H14,http://www.minorplanetcenter.net/mpec/K15/K15H14.html,,,,,,,,,
2011 JA,21.3,98.37,1.6345,628311,0.0042,MPEC 2011-J05,http://www.minorplanetcenter.net/mpec/K11/K11J05.html,,,,,,,,,
2018 SJ1,25,98.61,1.6384,629807,0.00421,MPEC 2018-S48,http://www.minorplanetcenter.net/mpec/K18/K18S48.html,,,,,,,,,
2019 GU1,27.4,98.61,1.6384,629807,0.00421,MPEC 2019-G64,http://www.minorplanetcenter.net/mpec/K19/K19G64.html,,,,,,,,,
2017 BN6,27.4,99.78,1.6579,637287,0.00426,MPEC 2017-B16,http://www.minorplanetcenter.net/mpec/K17/K17B16.html,,,,,,,,,
2013 DP1,28.1,100.01,1.6618,638783,0.00427,MPEC 2013-D42,http://www.minorplanetcenter.net/mpec/K13/K13D42.html,,,,,,,,,
2018 GU1,24.4,102.12,1.6968,652247,0.00436,MPEC 2018-G64,http://www.minorplanetcenter.net/mpec/K18/K18G64.html,,,,,,,,,
2018 WG,29.3,102.12,1.6968,652247,0.00436,MPEC 2018-W24,http://www.minorplanetcenter.net/mpec/K18/K18W24.html,,,,,,,,,
2019 GV5,29.3,102.12,1.6968,652247,0.00436,MPEC 2019-G13,http://www.minorplanetcenter.net/mpec/K19/K19G13.html,,,,,,,,,
2015 MA,26.5,102.82,1.7085,656735,0.00439,MPEC 2015-M15,http://www.minorplanetcenter.net/mpec/K15/K15M15.html,,,,,,,,,
2017 FA3,28,103.53,1.7201,661223,0.00442,MPEC 2017-F12,http://www.minorplanetcenter.net/mpec/K17/K17F12.html,,,,,,,,,
2015 HO116,25.5,103.99,1.7279,664215,0.00444,MPEC 2015-H13,http://www.minorplanetcenter.net/mpec/K15/K15H13.html,,,,,,,,,
2016 CE,28.5,104.93,1.7435,670198,0.00448,MPEC 2016-C40,http://www.minorplanetcenter.net/mpec/K16/K16C40.html,,,,,,,,,
2003 WT153,28.4,106.34,1.7668,679174,0.00454,MPEC 2003-W75,http://www.minorplanetcenter.net/mpec/K03/K03W75.html,,,,,,,,,
2012 VQ6,27,106.57,1.7707,680670,0.00455,MPEC 2012-V36,http://www.minorplanetcenter.net/mpec/K12/K12V36.html,,,,,,,,,
2013 VO11,28.3,106.57,1.7707,680670,0.00455,MPO 275432,,,,,,,,,,
2019 CG4,29,107.04,1.7785,683662,0.00457,MPEC 2019-C11,http://www.minorplanetcenter.net/mpec/K19/K19C11.html,,,,,,,,,
2013 SP19,29.2,107.51,1.7863,686654,0.00459,MPEC 2013-S37,http://www.minorplanetcenter.net/mpec/K13/K13S37.html,,,,,,,,,
2016 XW20,26.7,107.74,1.7902,688150,0.0046,MPEC 2016-X97,http://www.minorplanetcenter.net/mpec/K16/K16X97.html,,,,,,,,,
2013 AG69,27.3,108.21,1.798,691142,0.00462,MPEC 2013-A86,http://www.minorplanetcenter.net/mpec/K13/K13A86.html,,,,,,,,,
2017 SF20,28.5,108.21,1.798,691142,0.00462,MPEC 2017-S24,http://www.minorplanetcenter.net/mpec/K17/K17S24.html,,,,,,,,,
2004 KF17,26.1,109.15,1.8135,697126,0.00466,MPEC 2004-K73,http://www.minorplanetcenter.net/mpec/K04/K04K73.html,,,,,,,,,
2015 BP,28.1,109.38,1.8174,698622,0.00467,MPEC 2015-B51,http://www.minorplanetcenter.net/mpec/K15/K15B51.html,,,,,,,,,
2010 VZ11,25.3,109.62,1.8213,700118,0.00468,MPEC 2010-V56,http://www.minorplanetcenter.net/mpec/K10/K10V56.html,,,,,,,,,
2017 DB,27,109.62,1.8213,700118,0.00468,MPEC 2017-D90,http://www.minorplanetcenter.net/mpec/K17/K17D90.html,,,,,,,,,
2008 XK,27.2,110.08,1.8291,703110,0.0047,MPEC 2008-X23,http://www.minorplanetcenter.net/mpec/K08/K08X23.html,,,,,,,,,
2012 SW2,27.5,110.08,1.8291,703110,0.0047,MPEC 2012-S25,http://www.minorplanetcenter.net/mpec/K12/K12S25.html,,,,,,,,,
2014 GS1,26.7,110.55,1.8369,706102,0.00472,MPEC 2014-G29,http://www.minorplanetcenter.net/mpec/K14/K14G29.html,,,,,,,,,
2016 RR19,28.6,111.49,1.8525,712086,0.00476,MPEC 2016-R13,http://www.minorplanetcenter.net/mpec/K16/K16R13.html,,,,,,,,,
2014 SR261,26.7,111.72,1.8564,713582,0.00477,MPEC 2014-Y16,http://www.minorplanetcenter.net/mpec/K14/K14Y16.html,,,,,,,,,
2017 VV12,27.9,111.72,1.8564,713582,0.00477,MPEC 2017-V76,http://www.minorplanetcenter.net/mpec/K17/K17V76.html,,,,,,,,,
2014 BW32,26.6,111.96,1.8602,715078,0.00478,MPEC 2014-C12,http://www.minorplanetcenter.net/mpec/K14/K14C12.html,,,,,,,,,
2012 DS32,26.3,112.19,1.8641,716574,0.00479,MPEC 2012-D80,http://www.minorplanetcenter.net/mpec/K12/K12D80.html,,,,,,,,,
2016 LG10,25.6,112.19,1.8641,716574,0.00479,MPEC 2016-N28,http://www.minorplanetcenter.net/mpec/K16/K16N28.html,,,,,,,,,
2010 CS19,28.1,112.43,1.868,718070,0.0048,MPEC 2010-C77,http://www.minorplanetcenter.net/mpec/K10/K10C77.html,,,,,,,,,
2017 YQ6,28,112.9,1.8758,721062,0.00482,MPEC 2017-Y14,http://www.minorplanetcenter.net/mpec/K17/K17Y14.html,,,,,,,,,
2012 WQ3,25.4,114.77,1.9069,733030,0.0049,MPEC 2012-W29,http://www.minorplanetcenter.net/mpec/K12/K12W29.html,,,,,,,,,
2015 EZ6,28.6,114.77,1.9069,733030,0.0049,MPEC 2015-F19,http://www.minorplanetcenter.net/mpec/K15/K15F19.html,,,,,,,,,
2010 VQ98,27.9,115,1.9108,734526,0.00491,MPEC 2010-V114,http://www.minorplanetcenter.net/mpec/K10/K10VB4.html,,,,,,,,,
1991 TU,28.4,115.24,1.9147,736022,0.00492,MPO 242993,,,,,,,,,,
2018 VN6,28.2,115.47,1.9186,737517,0.00493,MPEC 2018-V13,http://www.minorplanetcenter.net/mpec/K18/K18V13.html,,,,,,,,,
1937 UB,17.5,115.94,1.9264,740509,0.00495,IAUC 689,http://www.minorplanetcenter.net/iauc/00600/00689.html,,,,,,,,,
2000 YA,23.8,116.17,1.9303,742005,0.00496,MPEC 2000-Y26,http://www.minorplanetcenter.net/mpec/K00/K00Y26.html,,,,,,,,,
1995 UB,27.5,117.11,1.9459,747989,0.005,MPEC 1995-U01,http://www.minorplanetcenter.net/mpec/J95/J95U01.html,,,,,,,,,
2019 AK12,27.5,117.35,1.9498,749485,0.00501,MPEC 2019-B17,http://www.minorplanetcenter.net/mpec/K19/K19B17.html,,,,,,,,,
2006 EH1,26.5,117.81,1.9575,752477,0.00503,MPEC 2006-E29,http://www.minorplanetcenter.net/mpec/K06/K06E29.html,,,,,,,,,
2016 VR4,28.9,117.81,1.9575,752477,0.00503,MPEC 2016-V11,http://www.minorplanetcenter.net/mpec/K16/K16V11.html,,,,,,,,,
2019 JJ3,27.5,117.81,1.9575,752477,0.00503,MPEC 2019-J81,http://www.minorplanetcenter.net/mpec/K19/K19J81.html,,,,,,,,,
2013 XY8,25,118.98,1.977,759957,0.00508,MPEC 2014-Q17,http://www.minorplanetcenter.net/mpec/K14/K14Q17.html,,,,,,,,,
2017 BD6,28.4,119.22,1.9809,761453,0.00509,MPEC 2017-E97,http://www.minorplanetcenter.net/mpec/K17/K17E97.html,,,,,,,,,
2017 FJ,28.2,119.22,1.9809,761453,0.00509,MPEC 2017-F53,http://www.minorplanetcenter.net/mpec/K17/K17F53.html,,,,,,,,,
2018 RF3,27,119.22,1.9809,761453,0.00509,MPEC 2018-R10,http://www.minorplanetcenter.net/mpec/K18/K18R10.html,,,,,,,,,
2010 KK37,25.6,119.69,1.9887,764445,0.00511,MPEC 2010-K46,http://www.minorplanetcenter.net/mpec/K10/K10K46.html,,,,,,,,,
2011 DS,27,119.69,1.9887,764445,0.00511,MPEC 2011-D31,http://www.minorplanetcenter.net/mpec/K11/K11D31.html,,,,,,,,,
2005 ND63,26.2,119.92,1.9926,765941,0.00512,MPEC 2005-N68,http://www.minorplanetcenter.net/mpec/K05/K05N68.html,,,,,,,,,
2018 RN7,27.7,120.86,2.0081,771925,0.00516,MPEC 2018-R19,http://www.minorplanetcenter.net/mpec/K18/K18R19.html,,,,,,,,,
2018 TU,27.5,120.86,2.0081,771925,0.00516,MPEC 2018-T61,http://www.minorplanetcenter.net/mpec/K18/K18T61.html,,,,,,,,,
2019 AE3,27.2,120.86,2.0081,771925,0.00516,MPEC 2019-A76,http://www.minorplanetcenter.net/mpec/K19/K19A76.html,,,,,,,,,
2015 CL13,25.7,121.33,2.0159,774917,0.00518,MPEC 2015-D01,http://www.minorplanetcenter.net/mpec/K15/K15D01.html,,,,,,,,,
2017 VY13,26.5,121.33,2.0159,774917,0.00518,MPEC 2017-W12,http://www.minorplanetcenter.net/mpec/K17/K17W12.html,,,,,,,,,
2010 YO,24.6,121.56,2.0198,776413,0.00519,MPEC 2010-Y33,http://www.minorplanetcenter.net/mpec/K10/K10Y33.html,,,,,,,,,
2012 UE,28.4,121.56,2.0198,776413,0.00519,MPEC 2012-U18,http://www.minorplanetcenter.net/mpec/K12/K12U18.html,,,,,,,,,
2013 NE24,27.3,122.5,2.0354,782397,0.00523,MPEC 2013-O57,http://www.minorplanetcenter.net/mpec/K13/K13O57.html,,,,,,,,,
2014 DH6,25.8,122.5,2.0354,782397,0.00523,MPEC 2014-D27,http://www.minorplanetcenter.net/mpec/K14/K14D27.html,,,,,,,,,
2018 CH2,28.1,122.5,2.0354,782397,0.00523,MPEC 2018-C64,http://www.minorplanetcenter.net/mpec/K18/K18C64.html,,,,,,,,,
2017 FQ127,26.3,123.2,2.047,786885,0.00526,MPEC 2017-G53,http://www.minorplanetcenter.net/mpec/K17/K17G53.html,,,,,,,,,
2019 EU,25.8,123.2,2.047,786885,0.00526,MPEC 2019-E48,http://www.minorplanetcenter.net/mpec/K19/K19E48.html,,,,,,,,,
2002 TX55,23.7,123.9,2.0587,791373,0.00529,MPEC 2002-T13,http://www.minorplanetcenter.net/mpec/K02/K02T13.html,,,,,,,,,
2004 FY3,25,124.37,2.0665,794365,0.00531,MPEC 2004-F42,http://www.minorplanetcenter.net/mpec/K04/K04F42.html,,,,,,,,,
2017 YO3,28.2,124.84,2.0743,797357,0.00533,MPEC 2017-Y86,http://www.minorplanetcenter.net/mpec/K17/K17Y86.html,,,,,,,,,
2018 JP,27.3,125.07,2.0782,798853,0.00534,MPEC 2018-J25,http://www.minorplanetcenter.net/mpec/K18/K18J25.html,,,,,,,,,
2010 GV23,27.7,125.31,2.0821,800349,0.00535,MPEC 2010-G73,http://www.minorplanetcenter.net/mpec/K10/K10G73.html,,,,,,,,,
1998 KY26,25.5,126.25,2.0976,806333,0.00539,MPEC 1998-L02,http://www.minorplanetcenter.net/mpec/J98/J98L02.html,,,,,,,,,
2016 HO,25.7,126.48,2.1015,807828,0.0054,MPEC 2016-J27,http://www.minorplanetcenter.net/mpec/K16/K16J27.html,,,,,,,,,
2017 UU2,26.4,126.48,2.1015,807828,0.0054,MPEC 2017-U16,http://www.minorplanetcenter.net/mpec/K17/K17U16.html,,,,,,,,,
2016 TZ55,27,128.35,2.1327,819796,0.00548,MPEC 2016-T14,http://www.minorplanetcenter.net/mpec/K16/K16T14.html,,,,,,,,,
2017 TH2,28.7,128.59,2.1366,821292,0.00549,MPEC 2017-T53,http://www.minorplanetcenter.net/mpec/K17/K17T53.html,,,,,,,,,
2018 LB,26,128.82,2.1404,822788,0.0055,MPEC 2018-L05,http://www.minorplanetcenter.net/mpec/K18/K18L05.html,,,,,,,,,
2015 RW35,29.2,129.06,2.1443,824284,0.00551,MPEC 2015-R90,http://www.minorplanetcenter.net/mpec/K15/K15R90.html,,,,,,,,,
2016 CU246,26.5,129.29,2.1482,825780,0.00552,MPEC 2016-D44,http://www.minorplanetcenter.net/mpec/K16/K16D44.html,,,,,,,,,
2018 RV27,28.1,129.76,2.156,828772,0.00554,MPEC 2018-S51,http://www.minorplanetcenter.net/mpec/K18/K18S51.html,,,,,,,,,
2016 HP6,25.4,130.23,2.1638,831764,0.00556,MPEC 2018-J12,http://www.minorplanetcenter.net/mpec/K18/K18J12.html,,,,,,,,,
2001 YB5,20.2,130.46,2.1677,833260,0.00557,MPEC 2001-Y51,http://www.minorplanetcenter.net/mpec/K01/K01Y51.html,,,,,,,,,
2014 CR13,25.7,130.46,2.1677,833260,0.00557,MPEC 2014-O29,http://www.minorplanetcenter.net/mpec/K14/K14O29.html,,,,,,,,,
2017 RV2,26.3,130.46,2.1677,833260,0.00557,MPEC 2017-S15,http://www.minorplanetcenter.net/mpec/K17/K17S15.html,,,,,,,,,
2013 RE32,24.6,131.4,2.1833,839244,0.00561,MPEC 2013-T78,http://www.minorplanetcenter.net/mpec/K13/K13T78.html,,,,,,,,,
2017 RP16,27.1,131.87,2.191,842236,0.00563,MPEC 2017-S80,http://www.minorplanetcenter.net/mpec/K17/K17S80.html,,,,,,,,,
2009 DM40,26.8,132.1,2.1949,843732,0.00564,MPEC 2009-D66,http://www.minorplanetcenter.net/mpec/K09/K09D66.html,,,,,,,,,
2010 UK,26.8,132.1,2.1949,843732,0.00564,MPEC 2010-U17,http://www.minorplanetcenter.net/mpec/K10/K10U17.html,,,,,,,,,
2016 HD3,28,132.1,2.1949,843732,0.00564,MPEC 2016-J27,http://www.minorplanetcenter.net/mpec/K16/K16J27.html,,,,,,,,,
2008 EZ84,26.2,134.21,2.23,857196,0.00573,MPEC 2008-E115,http://www.minorplanetcenter.net/mpec/K08/K08EB5.html,,,,,,,,,
2012 AQ10,26.5,134.44,2.2338,858692,0.00574,MPEC 2012-A53,http://www.minorplanetcenter.net/mpec/K12/K12A53.html,,,,,,,,,
2018 KD2,25.7,134.91,2.2416,861684,0.00576,MPEC 2018-K73,http://www.minorplanetcenter.net/mpec/K18/K18K73.html,,,,,,,,,
2018 KF1,25.6,134.91,2.2416,861684,0.00576,MPEC 2018-K47,http://www.minorplanetcenter.net/mpec/K18/K18K47.html,,,,,,,,,
2006 BM8,25.2,135.38,2.2494,864676,0.00578,MPEC 2006-B50,http://www.minorplanetcenter.net/mpec/K06/K06B50.html,,,,,,,,,
2013 SK20,27.3,136.55,2.2689,872156,0.00583,MPEC 2013-S57,http://www.minorplanetcenter.net/mpec/K13/K13S57.html,,,,,,,,,
2011 WV74,27.3,137.02,2.2767,875148,0.00585,MPEC 2011-X02,http://www.minorplanetcenter.net/mpec/K11/K11X02.html,,,,,,,,,
2018 RD4,28.5,137.25,2.2806,876644,0.00586,MPEC 2018-R12,http://www.minorplanetcenter.net/mpec/K18/K18R12.html,,,,,,,,,
2019 JR2,27.1,137.49,2.2844,878139,0.00587,MPEC 2019-J69,http://www.minorplanetcenter.net/mpec/K19/K19J69.html,,,,,,,,,
2010 UC,27.4,137.72,2.2883,879635,0.00588,MPEC 2010-U10,http://www.minorplanetcenter.net/mpec/K10/K10U10.html,,,,,,,,,
2017 VJ,24.5,138.43,2.3,884123,0.00591,MPEC 2017-V27,http://www.minorplanetcenter.net/mpec/K17/K17V27.html,,,,,,,,,
2008 OO8,25.2,138.89,2.3078,887115,0.00593,MPEC 2008-O60,http://www.minorplanetcenter.net/mpec/K08/K08O60.html,,,,,,,,,
2015 SV6,27.7,138.89,2.3078,887115,0.00593,MPEC 2015-S94,http://www.minorplanetcenter.net/mpec/K15/K15S94.html,,,,,,,,,
2017 TT4,27.1,139.6,2.3195,891603,0.00596,MPEC 2017-T94,http://www.minorplanetcenter.net/mpec/K17/K17T94.html,,,,,,,,,
2010 AF40,25,139.83,2.3234,893099,0.00597,MPEC 2010-A68,http://www.minorplanetcenter.net/mpec/K10/K10A68.html,,,,,,,,,
2015 TN21,27.2,139.83,2.3234,893099,0.00597,MPEC 2015-T79,http://www.minorplanetcenter.net/mpec/K15/K15T79.html,,,,,,,,,
2019 JW5,27.4,140.53,2.335,897587,0.006,MPEC 2019-J11,http://www.minorplanetcenter.net/mpec/K19/K19J11.html,,,,,,,,,
2007 EN88,26.6,140.77,2.3389,899083,0.00601,MPEC 2007-F17,http://www.minorplanetcenter.net/mpec/K07/K07F17.html,,,,,,,,,
2013 BM18,27,140.77,2.3389,899083,0.00601,MPEC 2013-B51,http://www.minorplanetcenter.net/mpec/K13/K13B51.html,,,,,,,,,
2010 HF,25.9,141.24,2.3467,902075,0.00603,MPEC 2010-H18,http://www.minorplanetcenter.net/mpec/K10/K10H18.html,,,,,,,,,
2017 FX90,26.4,142.64,2.3701,911051,0.00609,MPEC 2017-G26,http://www.minorplanetcenter.net/mpec/K17/K17G26.html,,,,,,,,,
2015 OA26,24.2,143.34,2.3817,915539,0.00612,MPEC 2015-R03,http://www.minorplanetcenter.net/mpec/K15/K15R03.html,,,,,,,,,
2017 YH1,21.2,143.34,2.3817,915539,0.00612,MPEC 2017-Y70,http://www.minorplanetcenter.net/mpec/K17/K17Y70.html,,,,,,,,,
2018 FQ4,26.8,143.34,2.3817,915539,0.00612,MPEC 2018-F11,http://www.minorplanetcenter.net/mpec/K18/K18F11.html,,,,,,,,,
