,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
752,Palca de Aparzo,18074,Valid,L5,1430.0,Fell,1988.0,-23.116670000000003,-65.1,"(-23.116670, -65.100000)"
753,Palinshih,18077,Valid,Iron,18000.0,Fell,1914.0,43.48333,118.61667,"(43.483330, 118.616670)"
754,Palmyra,18079,Valid,L3,135.0,Fell,1926.0,39.8,-91.5,"(39.800000, -91.500000)"
755,Palolo Valley,18082,Valid,H5,682.0,Fell,1949.0,21.3,-157.78333,"(21.300000, -157.783330)"
756,Pampanga,18093,Valid,L5,10500.0,Fell,1859.0,15.083329999999998,120.7,"(15.083330, 120.700000)"
757,Pantar,18098,Valid,H5,2130.0,Fell,1938.0,8.06667,124.28333,"(8.066670, 124.283330)"
758,Paragould,18101,Valid,LL5,408000.0,Fell,1930.0,36.06667,-90.5,"(36.066670, -90.500000)"
759,Parambu,18102,Valid,LL5,2000.0,Fell,1967.0,-6.2333300000000005,-40.7,"(-6.233330, -40.700000)"
760,Paranaiba,18103,Valid,L6,100000.0,Fell,1956.0,-19.133329999999997,-51.66667,"(-19.133330, -51.666670)"
761,Park Forest,18106,Valid,L5,18000.0,Fell,2003.0,41.48472,-87.67917,"(41.484720, -87.679170)"
762,Parnallee,18108,Valid,LL3.6,77600.0,Fell,1857.0,9.23333,78.35,"(9.233330, 78.350000)"
763,Parsa,18109,Valid,EH3,800.0,Fell,1942.0,26.2,85.4,"(26.200000, 85.400000)"
764,Pasamonte,18110,Valid,Eucrite-pmict,5100.0,Fell,1933.0,36.21667,-103.4,"(36.216670, -103.400000)"
765,Patora,18112,Valid,H6,4375.0,Fell,1969.0,20.93694,82.05,"(20.936940, 82.050000)"
766,Patrimonio,18116,Valid,L6,2121.0,Fell,1950.0,-19.53333,-48.56667,"(-19.533330, -48.566670)"
767,Patti,18118,Valid,Iron,12.0,Fell,1922.0,38.13333,14.96667,"(38.133330, 14.966670)"
768,Patwar,18171,Valid,Mesosiderite-A1,37350.0,Fell,1935.0,23.15,91.18333,"(23.150000, 91.183330)"
769,Pavel,18173,Valid,H5,2968.0,Fell,1966.0,43.46667,25.51667,"(43.466670, 25.516670)"
770,Pavlodar (stone),18175,Valid,H5,142.5,Fell,1938.0,52.3,77.03333,"(52.300000, 77.033330)"
771,Pavlograd,18176,Valid,L6,40000.0,Fell,1826.0,48.53333,35.98333,"(48.533330, 35.983330)"
772,Pavlovka,18177,Valid,Howardite,2000.0,Fell,1882.0,52.03333,43.0,"(52.033330, 43.000000)"
773,Pê,18179,Valid,L6,,Fell,1989.0,11.33367,-3.5421699999999996,"(11.333670, -3.542170)"
774,Peace River,18180,Valid,L6,45760.0,Fell,1963.0,56.13333000000001,-117.93333,"(56.133330, -117.933330)"
775,Peckelsheim,18181,Valid,Diogenite-pm,117.8,Fell,1953.0,51.66667,9.25,"(51.666670, 9.250000)"
776,Peekskill,18782,Valid,H6,12570.0,Fell,1992.0,41.28333,-73.91667,"(41.283330, -73.916670)"
777,Peña Blanca Spring,18786,Valid,Aubrite,70000.0,Fell,1946.0,30.125,-103.11667,"(30.125000, -103.116670)"
778,Peramiho,18792,Valid,Eucrite-mmict,165.0,Fell,1899.0,-10.66667,35.5,"(-10.666670, 35.500000)"
779,Perpeti,18793,Valid,L6,23474.0,Fell,1935.0,23.325,91.0,"(23.325000, 91.000000)"
780,Perth,18797,Valid,LL5,2.0,Fell,1830.0,56.4,-3.43333,"(56.400000, -3.433330)"
781,Pervomaisky,18798,Valid,L6,66000.0,Fell,1933.0,56.63333000000001,39.43333,"(56.633330, 39.433330)"
782,Pesyanoe,18799,Valid,Aubrite,3393.0,Fell,1933.0,55.5,66.08333,"(55.500000, 66.083330)"
783,Pétèlkolé,18800,Valid,H5,189.0,Fell,1995.0,14.052,0.42,"(14.052000, 0.420000)"
784,Petersburg,18801,Valid,Eucrite-pmict,1800.0,Fell,1855.0,35.3,-86.63333,"(35.300000, -86.633330)"
785,Pettiswood,18804,Valid,Stone-uncl,,Fell,1779.0,53.53333000000001,-7.33333,"(53.533330, -7.333330)"
786,Phillips County (stone),18808,Valid,L6,57900.0,Fell,1901.0,40.0,-99.25,"(40.000000, -99.250000)"
787,Phu Hong,18809,Valid,H4,500.0,Fell,1887.0,11.25,108.58333,"(11.250000, 108.583330)"
788,Phum Sambo,18811,Valid,H4,7800.0,Fell,1933.0,12.0,105.48333000000001,"(12.000000, 105.483330)"
789,Phuoc-Binh,18812,Valid,L5,11000.0,Fell,1941.0,15.71667,108.1,"(15.716670, 108.100000)"
790,Piancaldoli,18813,Valid,LL3.4,13.1,Fell,1968.0,44.244170000000004,11.50222,"(44.244170, 11.502220)"
791,Picote,18816,Valid,Stone-uncl,,Fell,1843.0,41.36667,-6.2333300000000005,"(41.366670, -6.233330)"
792,Pillistfer,18822,Valid,EL6,23250.0,Fell,1863.0,58.666669999999996,25.73333,"(58.666670, 25.733330)"
793,Piplia Kalan,18831,Valid,Eucrite-mmict,42000.0,Fell,1996.0,26.03472,73.94167,"(26.034720, 73.941670)"
794,Piquetberg,18832,Valid,H,37.0,Fell,1881.0,-32.86667,18.71667,"(-32.866670, 18.716670)"
795,Pirgunje,18834,Valid,L6,842.0,Fell,1882.0,25.8,88.45,"(25.800000, 88.450000)"
796,Pirthalla,18835,Valid,H6,1161.0,Fell,1884.0,29.58333,76.0,"(29.583330, 76.000000)"
797,Pitts,18837,Valid,"Iron, IAB-ung",3760.0,Fell,1921.0,31.95,-83.51666999999999,"(31.950000, -83.516670)"
798,Plantersville,18846,Valid,H6,2085.0,Fell,1930.0,30.7,-96.11667,"(30.700000, -96.116670)"
799,Pleşcoi,51706,Valid,L5-6,6913.0,Fell,2008.0,45.275,26.70972,"(45.275000, 26.709720)"
800,Ploschkovitz,18849,Valid,L5,39.0,Fell,1723.0,50.53333,14.116670000000001,"(50.533330, 14.116670)"
801,Pnompehn,18851,Valid,L6,96.0,Fell,1868.0,11.58333,104.91667,"(11.583330, 104.916670)"
802,Pohlitz,18853,Valid,L5,3000.0,Fell,1819.0,50.93333,12.13333,"(50.933330, 12.133330)"
803,Pokhra,18858,Valid,H5,350.0,Fell,1866.0,26.71667,82.66667,"(26.716670, 82.666670)"
804,Pollen,18860,Valid,CM2,253.6,Fell,1942.0,66.34833,14.015,"(66.348330, 14.015000)"
805,Pontlyfni,18865,Valid,Winonaite,157.0,Fell,1931.0,53.036390000000004,-4.31944,"(53.036390, -4.319440)"
806,Portales Valley,18874,Valid,H6,71400.0,Fell,1998.0,34.175,-103.295,"(34.175000, -103.295000)"
807,Portugal,18876,Valid,Stone-uncl,4500.0,Fell,1796.0,38.5,-8.0,"(38.500000, -8.000000)"
808,Po-wang Chen,18879,Valid,LL,665.0,Fell,1933.0,31.41667,118.5,"(31.416670, 118.500000)"
809,Prambachkirchen,18883,Valid,L6,2125.0,Fell,1932.0,48.3025,13.940829999999998,"(48.302500, 13.940830)"
810,Pribram,18887,Valid,H5,5555.0,Fell,1959.0,49.66667,14.03333,"(49.666670, 14.033330)"
811,Pricetown,18888,Valid,L6,900.0,Fell,1893.0,39.11667,-83.85,"(39.116670, -83.850000)"
812,Puerto Lápice,45984,Valid,Eucrite-br,500.0,Fell,2007.0,39.35,-3.5166699999999995,"(39.350000, -3.516670)"
813,Pulsora,18899,Valid,H5,560.0,Fell,1863.0,23.366670000000003,75.18333,"(23.366670, 75.183330)"
814,Pultusk,18901,Valid,H5,250000.0,Fell,1868.0,52.76667,21.26667,"(52.766670, 21.266670)"
815,Punganaru,18902,Valid,Stone-uncl,100.0,Fell,1811.0,13.333329999999998,78.95,"(13.333330, 78.950000)"
816,Putinga,18905,Valid,L6,300000.0,Fell,1937.0,-29.03333,-53.05,"(-29.033330, -53.050000)"
817,Qidong,18907,Valid,L/LL5,1275.0,Fell,1982.0,32.08333,121.5,"(32.083330, 121.500000)"
818,Qingzhen,18908,Valid,EH3,2600.0,Fell,1976.0,26.53333,106.46667,"(26.533330, 106.466670)"
819,Queen's Mercy,22357,Valid,H6,7000.0,Fell,1925.0,-30.116670000000003,28.7,"(-30.116670, 28.700000)"
820,Quenggouk,22358,Valid,H4,6045.0,Fell,1857.0,17.76667,95.18333,"(17.766670, 95.183330)"
821,Quesa,22360,Valid,"Iron, IAB-ung",10750.0,Fell,1898.0,39.0,-0.66667,"(39.000000, -0.666670)"
822,Quija,22361,Valid,H,17450.0,Fell,1990.0,44.61667,126.13333,"(44.616670, 126.133330)"
823,Quincay,22363,Valid,L6,65.0,Fell,1851.0,46.6,0.25,"(46.600000, 0.250000)"
824,Raco,22368,Valid,H5,5000.0,Fell,1957.0,-26.66667,-65.45,"(-26.666670, -65.450000)"
825,Raghunathpura,22371,Valid,"Iron, IIAB",10200.0,Fell,1986.0,27.725279999999998,76.465,"(27.725280, 76.465000)"
826,Rahimyar Khan,31302,Valid,L5,67225.0,Fell,1983.0,28.225,70.2,"(28.225000, 70.200000)"
827,Rakovka,22376,Valid,L6,9000.0,Fell,1878.0,52.98333,37.03333,"(52.983330, 37.033330)"
828,Ramnagar,22384,Valid,L6,3766.0,Fell,1940.0,26.45,82.9,"(26.450000, 82.900000)"
829,Rampurhat,22385,Valid,LL,100.0,Fell,1916.0,24.16667,87.76666999999999,"(24.166670, 87.766670)"
830,Ramsdorf,22386,Valid,L6,4682.0,Fell,1958.0,51.88333,6.933330000000001,"(51.883330, 6.933330)"
831,Ranchapur,22387,Valid,H4,290.4,Fell,1917.0,23.98333,87.08333,"(23.983330, 87.083330)"
832,Rancho de la Presa,22390,Valid,H5,300.0,Fell,1899.0,19.866670000000003,-100.81667,"(19.866670, -100.816670)"
833,Rangala,22392,Valid,L6,3224.5,Fell,1937.0,25.383329999999997,72.01666999999999,"(25.383330, 72.016670)"
834,Raoyang,22394,Valid,L6,4910.0,Fell,1919.0,38.2,115.7,"(38.200000, 115.700000)"
835,Ras Tanura,22395,Valid,H6,6.1,Fell,1961.0,26.66667,50.15,"(26.666670, 50.150000)"
836,Rasgrad,22396,Valid,Stone-uncl,24700.0,Fell,1740.0,43.5,26.53333,"(43.500000, 26.533330)"
837,Ratyn,22398,Valid,Stone-uncl,910.0,Fell,1880.0,52.2,17.98333,"(52.200000, 17.983330)"
838,Red Canyon Lake,53502,Valid,H5,18.41,Fell,2007.0,38.13742,-119.75811999999999,"(38.137420, -119.758120)"
839,Reliegos,22584,Valid,L5,17300.0,Fell,1947.0,42.475,-5.33333,"(42.475000, -5.333330)"
840,Rembang,22585,Valid,"Iron, IVA",10000.0,Fell,1919.0,-6.7333300000000005,111.36667,"(-6.733330, 111.366670)"
841,Renazzo,22586,Valid,CR2,1000.0,Fell,1824.0,44.76667,11.28333,"(44.766670, 11.283330)"
842,Renca,22587,Valid,L5,300.0,Fell,1925.0,-32.75,-65.28333,"(-32.750000, -65.283330)"
843,Renqiu,22589,Valid,L6,355.0,Fell,1916.0,38.66667,116.13333,"(38.666670, 116.133330)"
844,Repeev Khutor,22590,Valid,"Iron, IIF",7000.0,Fell,1933.0,48.6,45.66667,"(48.600000, 45.666670)"
845,Revelstoke,22592,Valid,CI1,1.0,Fell,1965.0,51.33333,-118.95,"(51.333330, -118.950000)"
846,Rewari,22593,Valid,L6,3332.0,Fell,1929.0,28.2,76.66667,"(28.200000, 76.666670)"
847,Rich Mountain,22597,Valid,L6,668.0,Fell,1903.0,35.03333,-83.03333,"(35.033330, -83.033330)"
848,Richardton,22599,Valid,H5,90000.0,Fell,1918.0,46.88333,-102.31667,"(46.883330, -102.316670)"
849,Richland Springs,22602,Valid,OC,1900.0,Fell,1980.0,31.25,-99.03333,"(31.250000, -99.033330)"
850,Richmond,22603,Valid,LL5,1800.0,Fell,1828.0,37.46667,-77.5,"(37.466670, -77.500000)"
851,Rio Negro,22611,Valid,L4,1310.0,Fell,1934.0,-26.1,-49.8,"(-26.100000, -49.800000)"
852,Rivolta de Bassi,22614,Valid,Stone-uncl,103.3,Fell,1490.0,45.48333,9.51667,"(45.483330, 9.516670)"
853,Rochester,22637,Valid,H6,340.0,Fell,1876.0,41.08333,-86.28333,"(41.083330, -86.283330)"
854,Rockhampton,22640,Valid,Stone-uncl,1641.0,Fell,1895.0,-23.383329999999997,150.51667,"(-23.383330, 150.516670)"
855,Roda,22641,Valid,Diogenite,400.0,Fell,1871.0,42.3,0.55,"(42.300000, 0.550000)"
856,Rodach,22642,Valid,Stone-uncl,2900.0,Fell,1775.0,50.35,10.8,"(50.350000, 10.800000)"
857,Rose City,22766,Valid,H5,10600.0,Fell,1921.0,44.51667,-83.95,"(44.516670, -83.950000)"
858,Rowton,22773,Valid,"Iron, IIIAB",3500.0,Fell,1876.0,52.76667,-2.51667,"(52.766670, -2.516670)"
859,Ruhobobo,22780,Valid,L6,465.5,Fell,1976.0,-1.45,29.83333,"(-1.450000, 29.833330)"
860,Rumuruti,22782,Valid,R3.8-6,67.0,Fell,1934.0,0.26666999999999996,36.53333,"(0.266670, 36.533330)"
861,Rupota,22783,Valid,L4-6,6000.0,Fell,1949.0,-10.26667,38.76667,"(-10.266670, 38.766670)"
862,Ryechki,22791,Valid,L5,13000.0,Fell,1914.0,51.13333,34.5,"(51.133330, 34.500000)"
863,Sabetmahet,22792,Valid,H5,1250.0,Fell,1855.0,27.433329999999998,82.08333,"(27.433330, 82.083330)"
864,Sabrum,22793,Valid,LL6,478.0,Fell,1999.0,23.08333,91.66667,"(23.083330, 91.666670)"
865,Sagan,22796,Valid,Stone-uncl,,Fell,1636.0,51.53333,14.883329999999999,"(51.533330, 14.883330)"
866,Saint-Sauveur,23101,Valid,EH5,14000.0,Fell,1914.0,43.73333,1.38333,"(43.733330, 1.383330)"
867,Saint-Séverin,23102,Valid,LL6,271000.0,Fell,1966.0,45.3,0.23333,"(45.300000, 0.233330)"
868,Sakauchi,23103,Valid,Iron,4180.0,Fell,1913.0,35.66667,136.3,"(35.666670, 136.300000)"
869,Salem,23107,Valid,L6,61.4,Fell,1981.0,44.97917,-122.96943999999999,"(44.979170, -122.969440)"
870,Salles,23111,Valid,L5,9000.0,Fell,1798.0,46.05,4.63333,"(46.050000, 4.633330)"
871,Salzwedel,23114,Valid,LL5,43.0,Fell,1985.0,52.75,11.05,"(52.750000, 11.050000)"
872,Samelia,23115,Valid,"Iron, IIIAB",2462.0,Fell,1921.0,25.66667,74.86667,"(25.666670, 74.866670)"
873,San Juan Capistrano,23128,Valid,H6,56.0,Fell,1973.0,33.48472,-117.6625,"(33.484720, -117.662500)"
874,San Michele,31315,Valid,L6,237.0,Fell,2002.0,43.66667,13.0,"(43.666670, 13.000000)"
875,San Pedro de Quiles,23130,Valid,L6,282.0,Fell,1956.0,-31.01667,-71.4,"(-31.016670, -71.400000)"
876,San Pedro Jacuaro,34063,Valid,LL6,460.0,Fell,1968.0,19.76667,-100.65,"(19.766670, -100.650000)"
877,Santa Barbara,23161,Valid,L4,400.0,Fell,1873.0,-29.2,-51.86667,"(-29.200000, -51.866670)"
878,Santa Cruz,23164,Valid,CM2,60.0,Fell,1939.0,24.16667,-99.33333,"(24.166670, -99.333330)"
879,Santa Isabel,23165,Valid,L6,5500.0,Fell,1924.0,-33.9,-61.7,"(-33.900000, -61.700000)"
880,Santa Lucia (2008),50909,Valid,L6,4000.0,Fell,2008.0,-31.535556,-68.48944399999999,"(-31.535556, -68.489444)"
881,São Jose do Rio Preto,23171,Valid,H4,927.0,Fell,1962.0,-20.81,-49.380559999999996,"(-20.810000, -49.380560)"
882,Saratov,23176,Valid,L4,200000.0,Fell,1918.0,52.55,46.55,"(52.550000, 46.550000)"
883,Sasagase,23187,Valid,H,695.0,Fell,1688.0,34.71667,137.78333,"(34.716670, 137.783330)"
884,Sauguis,23188,Valid,L6,4000.0,Fell,1868.0,43.15,-0.85,"(43.150000, -0.850000)"
885,Savtschenskoje,23190,Valid,LL4,2500.0,Fell,1894.0,47.21667,29.866670000000003,"(47.216670, 29.866670)"
886,Sayama,23192,Valid,CM2,430.0,Fell,1986.0,35.86667,139.4,"(35.866670, 139.400000)"
887,Sazovice,23455,Valid,L5,412.0,Fell,1934.0,49.23333,17.566670000000002,"(49.233330, 17.566670)"
888,Schellin,23457,Valid,L,7000.0,Fell,1715.0,53.35,15.05,"(53.350000, 15.050000)"
889,Schenectady,23458,Valid,H5,283.3,Fell,1968.0,42.86083,-73.95028,"(42.860830, -73.950280)"
890,Schönenberg,23460,Valid,L6,8000.0,Fell,1846.0,48.11667,10.46667,"(48.116670, 10.466670)"
891,Searsmont,23472,Valid,H5,5400.0,Fell,1871.0,44.36667,-69.2,"(44.366670, -69.200000)"
892,Sediköy,23473,Valid,L6,240.0,Fell,1917.0,38.3,27.133329999999997,"(38.300000, 27.133330)"
893,Segowlie,23476,Valid,LL6,6930.0,Fell,1853.0,26.75,84.78333,"(26.750000, 84.783330)"
894,Selakopi,23481,Valid,H5,1590.0,Fell,1939.0,-7.2333300000000005,107.33333,"(-7.233330, 107.333330)"
895,Seldebourak,23483,Valid,H5,150.0,Fell,1947.0,22.83333,4.9833300000000005,"(22.833330, 4.983330)"
896,Semarkona,23487,Valid,LL3.00,691.0,Fell,1940.0,22.25,79.0,"(22.250000, 79.000000)"
897,Sena,23495,Valid,H4,4000.0,Fell,1773.0,41.71667,-0.05,"(41.716670, -0.050000)"
898,Senboku,23496,Valid,H6,866.0,Fell,1993.0,39.43833,140.51167,"(39.438330, 140.511670)"
899,Seoni,23500,Valid,H6,20000.0,Fell,1966.0,21.683889999999998,79.50083000000001,"(21.683890, 79.500830)"
900,Seres,23501,Valid,H4,8500.0,Fell,1818.0,41.05,23.566670000000002,"(41.050000, 23.566670)"
901,Serra de Magé,23502,Valid,Eucrite-cm,1800.0,Fell,1923.0,-8.38333,-36.76667,"(-8.383330, -36.766670)"
902,Sete Lagoas,23504,Valid,H4,350.0,Fell,1908.0,-19.46667,-44.21667,"(-19.466670, -44.216670)"
903,Sevilla,23508,Valid,LL4,180.0,Fell,1862.0,37.41667,-6.0,"(37.416670, -6.000000)"
904,Sevrukovo,23509,Valid,L5,101000.0,Fell,1874.0,50.61667,36.6,"(50.616670, 36.600000)"
905,Sfax,23512,Valid,L6,7000.0,Fell,1989.0,34.75,10.71667,"(34.750000, 10.716670)"
906,Shalka,23521,Valid,Diogenite,4000.0,Fell,1850.0,23.1,87.3,"(23.100000, 87.300000)"
907,Sharps,23525,Valid,H3.4,1265.0,Fell,1921.0,37.83333,-76.7,"(37.833330, -76.700000)"
908,Shelburne,23529,Valid,L5,18600.0,Fell,1904.0,44.05,-80.16667,"(44.050000, -80.166670)"
909,Shergotty,23530,Valid,Martian (shergottite),5000.0,Fell,1865.0,24.55,84.83333,"(24.550000, 84.833330)"
910,Sheyang,23531,Valid,L6,605.0,Fell,1976.0,33.65,120.06667,"(33.650000, 120.066670)"
911,Shikarpur,23534,Valid,L6,3679.7,Fell,1921.0,25.85,87.5775,"(25.850000, 87.577500)"
912,Shuangyang,23582,Valid,H5,3900.0,Fell,1971.0,43.5,125.66667,"(43.500000, 125.666670)"
913,Shupiyan,23583,Valid,H6,5000.0,Fell,1912.0,33.71667,74.83333,"(33.716670, 74.833330)"
914,Shytal,23584,Valid,L6,3200.0,Fell,1863.0,24.33333,90.16667,"(24.333330, 90.166670)"
